1.000000e-05,0.000000e+00,100000
1.000000e-05,0.000000e+00,1000000
1.000000e-05,1.000000e-06,100000
1.000000e-05,1.000000e-06,1000000
1.000000e-05,2.000000e-06,100000
1.000000e-05,2.000000e-06,1000000
1.000000e-05,3.000000e-06,100000
1.000000e-05,3.000000e-06,1000000
1.000000e-05,4.000000e-06,100000
1.000000e-05,4.000000e-06,1000000
1.000000e-05,5.000000e-06,100000
1.000000e-05,5.000000e-06,1000000
1.000000e-05,6.000000e-06,100000
1.000000e-05,6.000000e-06,1000000
1.000000e-05,7.000000e-06,100000
1.000000e-05,7.000000e-06,1000000
1.000000e-05,8.000000e-06,100000
1.000000e-05,8.000000e-06,1000000
1.000000e-05,8.500000e-06,100000
1.000000e-05,8.500000e-06,1000000
1.000000e-05,8.500000e-06,100000
1.000000e-05,8.500000e-06,1000000
1.000000e-05,9.600000e-06,100000
1.000000e-05,9.600000e-06,1000000
1.000000e-05,9.700000e-06,100000
1.000000e-05,9.700000e-06,1000000
1.000000e-05,9.800000e-06,100000
1.000000e-05,9.800000e-06,1000000
1.000000e-05,9.900000e-06,100000
1.000000e-05,9.900000e-06,1000000
1.000000e-05,1.000000e-05,100000
1.000000e-05,1.000000e-05,1000000
1.000000e-05,1.010000e-05,100000
1.000000e-05,1.010000e-05,1000000
1.000000e-05,1.020000e-05,100000
1.000000e-05,1.020000e-05,1000000
1.000000e-05,1.030000e-05,100000
1.000000e-05,1.030000e-05,1000000
1.000000e-05,1.040000e-05,100000
1.000000e-05,1.040000e-05,1000000
1.000000e-05,1.050000e-05,100000
1.000000e-05,1.050000e-05,1000000
1.000000e-05,1.100000e-05,100000
1.000000e-05,1.100000e-05,1000000
1.000000e-05,1.200000e-05,100000
1.000000e-05,1.200000e-05,1000000
1.000000e-05,1.300000e-05,100000
1.000000e-05,1.300000e-05,1000000
1.000000e-05,1.400000e-05,100000
1.000000e-05,1.400000e-05,1000000
1.000000e-05,1.500000e-05,100000
1.000000e-05,1.500000e-05,1000000
1.000000e-05,2.000000e-05,100000
1.000000e-05,2.000000e-05,1000000
1.000000e-05,2.500000e-05,100000
1.000000e-05,2.500000e-05,1000000
1.000000e-05,3.000000e-05,100000
1.000000e-05,3.000000e-05,1000000
1.000000e-05,4.000000e-05,100000
1.000000e-05,4.000000e-05,1000000
1.000000e-05,5.000000e-05,100000
1.000000e-05,5.000000e-05,1000000
1.000000e-05,6.000000e-05,100000
1.000000e-05,6.000000e-05,1000000
1.000000e-05,1.100000e-04,100000
1.000000e-05,1.100000e-04,1000000
1.000000e-04,0.000000e+00,10000
1.000000e-04,0.000000e+00,100000
1.000000e-04,0.000000e+00,1000000
1.000000e-04,1.000000e-05,10000
1.000000e-04,1.000000e-05,100000
1.000000e-04,1.000000e-05,1000000
1.000000e-04,2.000000e-05,10000
1.000000e-04,2.000000e-05,100000
1.000000e-04,2.000000e-05,1000000
1.000000e-04,3.000000e-05,10000
1.000000e-04,3.000000e-05,100000
1.000000e-04,3.000000e-05,1000000
1.000000e-04,4.000000e-05,10000
1.000000e-04,4.000000e-05,100000
1.000000e-04,4.000000e-05,1000000
1.000000e-04,5.000000e-05,10000
1.000000e-04,5.000000e-05,100000
1.000000e-04,5.000000e-05,1000000
1.000000e-04,6.000000e-05,10000
1.000000e-04,6.000000e-05,100000
1.000000e-04,6.000000e-05,1000000
1.000000e-04,7.000000e-05,10000
1.000000e-04,7.000000e-05,100000
1.000000e-04,7.000000e-05,1000000
1.000000e-04,8.000000e-05,10000
1.000000e-04,8.000000e-05,100000
1.000000e-04,8.000000e-05,1000000
1.000000e-04,8.500000e-05,10000
1.000000e-04,8.500000e-05,100000
1.000000e-04,8.500000e-05,1000000
1.000000e-04,8.500000e-05,10000
1.000000e-04,8.500000e-05,100000
1.000000e-04,8.500000e-05,1000000
1.000000e-04,9.600000e-05,10000
1.000000e-04,9.600000e-05,100000
1.000000e-04,9.600000e-05,1000000
1.000000e-04,9.700000e-05,10000
1.000000e-04,9.700000e-05,100000
1.000000e-04,9.700000e-05,1000000
1.000000e-04,9.800000e-05,10000
1.000000e-04,9.800000e-05,100000
1.000000e-04,9.800000e-05,1000000
1.000000e-04,9.900000e-05,10000
1.000000e-04,9.900000e-05,100000
1.000000e-04,9.900000e-05,1000000
1.000000e-04,1.000000e-04,10000
1.000000e-04,1.000000e-04,100000
1.000000e-04,1.000000e-04,1000000
1.000000e-04,1.010000e-04,10000
1.000000e-04,1.010000e-04,100000
1.000000e-04,1.010000e-04,1000000
1.000000e-04,1.020000e-04,10000
1.000000e-04,1.020000e-04,100000
1.000000e-04,1.020000e-04,1000000
1.000000e-04,1.030000e-04,10000
1.000000e-04,1.030000e-04,100000
1.000000e-04,1.030000e-04,1000000
1.000000e-04,1.040000e-04,10000
1.000000e-04,1.040000e-04,100000
1.000000e-04,1.040000e-04,1000000
1.000000e-04,1.050000e-04,10000
1.000000e-04,1.050000e-04,100000
1.000000e-04,1.050000e-04,1000000
1.000000e-04,1.100000e-04,10000
1.000000e-04,1.100000e-04,100000
1.000000e-04,1.100000e-04,1000000
1.000000e-04,1.200000e-04,10000
1.000000e-04,1.200000e-04,100000
1.000000e-04,1.200000e-04,1000000
1.000000e-04,1.300000e-04,10000
1.000000e-04,1.300000e-04,100000
1.000000e-04,1.300000e-04,1000000
1.000000e-04,1.400000e-04,10000
1.000000e-04,1.400000e-04,100000
1.000000e-04,1.400000e-04,1000000
1.000000e-04,1.500000e-04,10000
1.000000e-04,1.500000e-04,100000
1.000000e-04,1.500000e-04,1000000
1.000000e-04,2.000000e-04,10000
1.000000e-04,2.000000e-04,100000
1.000000e-04,2.000000e-04,1000000
1.000000e-04,2.500000e-04,10000
1.000000e-04,2.500000e-04,100000
1.000000e-04,2.500000e-04,1000000
1.000000e-04,3.000000e-04,10000
1.000000e-04,3.000000e-04,100000
1.000000e-04,3.000000e-04,1000000
1.000000e-04,4.000000e-04,10000
1.000000e-04,4.000000e-04,100000
1.000000e-04,4.000000e-04,1000000
1.000000e-04,5.000000e-04,10000
1.000000e-04,5.000000e-04,100000
1.000000e-04,5.000000e-04,1000000
1.000000e-04,6.000000e-04,10000
1.000000e-04,6.000000e-04,100000
1.000000e-04,6.000000e-04,1000000
1.000000e-04,1.100000e-03,10000
1.000000e-04,1.100000e-03,100000
